t_k.nr;t_knavn;t_fnavn;t_sone;k_innbyggere;k_areal;k_ansatte;k_tilskudd;k_språk;k_slagord;f_slagord;k_lat;k_lon;k_lon_decimal;k_lat_decimal;h_id;h_navn;h_operatør;h_type;h_url;h_lat;h_lon
3324;Gol;Buskerud;NO1;4 878;533;1137; 201 409,73 ; nynorsk ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"8° 59' 57,040"" E";"60° 44' 48,578"" N";8,999178;60,746827;564123127;Fjellvang;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/10775/fjellvang;60,0246601;10,8400944
3446;Gran;Innlandet;NO1;13 674;757;2944; 472 446,00 ; bokmål ;Gran kommune - inkluderende  tolt og nyskapende ;Eventyrlige muligheter;"10° 30' 53,072"" E";"60° 25' 46,371"" N";10,514742;60,429547;583350016;Håheller;DNT Sør;ubetjent;https://ut.no/hytte/haaheller;59,0298467;7,1654068
1825;Grane;Nordland;NO4;1 439;2004;298; 85 497,32 ; nøytral ;Midt i blinken;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"13° 27' 0,228"" E";"65° 23' 55,411"" N";13,450063;65,398725;583350017;Grautheller;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/grautheller;59,1124629;6,876597
5516;Gratangen;Troms;NO4;1 068;313;194; 74 316,65 ; nøytral ;;Vilt, vakkert og vått;"17° 31' 9,757"" E";"68° 41' 15,236"" N";17,519377;68,687566;583350661;Flørli turiststasjon;Stavanger Turistforening;ubetjent;https://ut.no/hytte/floerli-turiststasjon;59,0125157;6,4255708
4202;Grimstad;Agder;NO2;25 127;304;5715; 765 003,96 ; bokmål ;Med viten og vilje;0;"8° 29' 21,880"" E";"58° 22' 27,275"" N";8,489411;58,374243;613270417;Hovatn;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/hovatn;59,3527031;7,03634
5045;Grong;Trøndelag;NO4;2 313;1136;438; 132 441,44 ; nøytral ;Et aktivt og robust regionsenter med livskvalitet og mangfold ;Midt i hjertet, midt i Norge;"12° 35' 20,630"" E";"64° 30' 51,692"" N";12,589064;64,514359;613270454;Storsteinen;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/storsteinen;59,2804489;6,909635
3417;Grue;Innlandet;NO1;4 524;837;776; 192 278,40 ; bokmål ;Den vesle kjempen;Eventyrlige muligheter;"12° 13' 31,644"" E";"60° 26' 29,032"" N";12,225457;60,441398;614382550;Støle;Stavanger Turistforening;selvbetjent;https://ut.no/hytte/stoele;58,763041;6,5776847
4635;Gulen;Vestland;NO5;2 270;599;496; 120 962,95 ; nynorsk ;Historisk og framtidsretta;0;"5° 12' 31,651"" E";"60° 58' 7,715"" N";5,208792;60,96881;655117911;Myrseter;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/myrseter;60,0326259;10,4126142
1866;Hadsel;Nordland;NO4;8 339;567;1901; 338 598,16 ; bokmål ;Et hav av muligheter;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"14° 59' 11,347"" E";"68° 29' 11,393"" N";14,986485;68,486498;655117913;Presthytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/presthytta;60,0554574;10,4259841
3101;Halden;Østfold;NO1;31 994;642;6953; 1 064 026,92 ; bokmål ;Fjord- og festningsbyen[treng kjelde] / Gud med oss (som i byvåpenet);Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 29' 50,220"" E";"59° 5' 10,794"" N";11,497283;59,086332;656136702;Smedmyrkoia;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/smedmyrkoia;60,0514999;10,5497153
3403;Hamar;Innlandet;NO1;33 128;351;7660; 1 060 815,86 ; nøytral ;;Eventyrlige muligheter;"11° 8' 34,967"" E";"60° 57' 1,587"" N";11,143046;60,950441;656508400;Fugleleiken;Telemark Turistforening;ubetjent;https://www.ut.no/hytte/3.2010/;59,4017495;9,4247798
1875;Hamarøy;Nordland;NO4;2 762;2020;564; 161 828,69 ; nøytral ;#I/T;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;#I/T;#I/T;;;666788642;Torfinnsheim;Voss Utferdslag;selvbetjent;https://ut.no/hytte/10428/torfinnsheim;60,5621375;6,2423708
5603;Hammerfest;Finnmark;NO4;11 297;2693;3200; 560 859,82 ; nøytral ;«Vit at æ elske dæ»;Der drømmer blir virkelighet;"23° 54' 43,375"" E";"70° 28' 55,294"" N";23,912049;70,482026;685784604;Træet gård;Bergen Turlag;ubetjent;https://ut.no/hytte/traeet-gaard;60,5618793;5,6703698
1580;Haram;Møre og Romsdal;NO3;9 385;261;2287; 339 812,32 ; nøytral ;;Ein tydeleg medspelar;"6° 27' 49,912"" E";"62° 35' 31,104"" N";6,463864;62,591973;716939467;Rauhelleren;Drammens og Oplands Turistforening;betjent;http://rauhelleren.no/;60,2560922;7,8495965
1517;Hareid;Møre og Romsdal;NO3;5 309;82;1211; 211 883,26 ; nynorsk ;;Ein tydeleg medspelar;"5° 59' 4,578"" E";"62° 21' 17,254"" N";5,984605;62,354793;716939661;Kjeldebu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/kjeldebu;60,4270572;7,4968829
5503;Harstad;Troms;NO4;25 147;445;6267; 925 639,68 ; nøytral ;Attraktiv hele livet;Vilt, vakkert og vått;#I/T;#I/T;;;743293990;Gjevilvasshytta;Trondhjems Turistforening;betjent;https://ut.no/hytte/10966/gjevilvasshytta;62,6985008;9,4199884
5616;Hasvik;Finnmark;NO4;979;555;221; 86 476,50 ; bokmål ;;Der drømmer blir virkelighet;"22° 28' 35,952"" E";"70° 33' 39,981"" N";22,476653;70,561106;746987678;Iungsdalshytta;DNT Oslo og Omegn;betjent;https://ut.no/hytte/10973/iungsdalshytta;60,8100179;7,9339329
1826;Hattfjelldal;Nordland;NO4;1 291;2684;231; 88 108,02 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;#I/T;#I/T;;;748477737;Fannaråkhytta;DNT Oslo og Omegn;betjent;https://ut.no/hytte/fannaraakhytta;61,5161207;7,9070922
1106;Haugesund;Rogaland;NO5;38 381;73;9932; 1 169 840,97 ; bokmål ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 17' 31,382"" E";"59° 26' 49,973"" N";5,292051;59,447215;748477768;Skogadalsbøen;DNT Oslo og Omegn;betjent;https://www.ut.no/hytte/3.2004/;61,4631544;8,0140237
5055;Heim;Trøndelag;NO4;6 069;1025;1306; 284 196,43 ; nøytral ;;Midt i hjertet, midt i Norge;"8° 53' 36,848"" E";"63° 13' 39,670"" N";8,893569;63,227686;754402416;Bjordalsbu;DNT Oslo og Omegn;selvbetjent;https://www.ut.no/hytte/3.2080/;60,926948;7,9982265
1832;Hemnes;Nordland;NO4;4 466;1590;961; 213 289,45 ; nøytral ;Skaperglede mellom smul sjø og evig snø ;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"14° 2' 38,471"" E";"66° 0' 23,825"" N";14,04402;66,006618;754402425;Sulebu;DNT Oslo og Omegn;selvbetjent;https://www.ut.no/hytte/3.1981/;61,1401685;8,1755377
3326;Hemsedal;Buskerud;NO1;2 662;754;699; 107 890,47 ; nynorsk ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"8° 28' 2,656"" E";"60° 54' 39,152"" N";8,467404;60,910876;765311400;Sinnerdammen;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/sinnerdammen;60,1691299;10,4959643
1515;Herøy;Møre og Romsdal;NO3;9 022;120;2041; 313 557,58 ; nynorsk ;;Ein tydeleg medspelar;"12° 11' 18,726"" E";"65° 59' 10,150"" N";12,188535;65,986153;772264010;Middalsbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/middalsbu;59,9550504;6,9897632
1818;Herøy;Nordland;NO4;1 872;64;409; 99 981,22 ; nynorsk ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"12° 11' 18,726"" E";"65° 59' 10,150"" N";12,188535;65,986153;785550155;Gården Li;Flekkefjord og Oplands Turistforening;ubetjent;https://ut.no/hytte/g%C3%A5rden-li;58,2501963;6,5484355
5056;Hitra;Trøndelag;NO4;5 352;756;1392; 228 040,96 ; nøytral ;når du vil!;Midt i hjertet, midt i Norge;"8° 47' 5,448"" E";"63° 32' 29,281"" N";8,784847;63,541467;790406183;Krækkja;DNT Oslo og Omegn;betjent;https://www.ut.no/hytte/3.2351/;60,4513632;7,7131551
4024;Hjartdal;Telemark;NO1;1 655;792;305; 86 034,35 ; nynorsk ;bygder med fortid og framtid;Visjonar: vær modig, vær imøtekommende, vær troverdig;"8° 42' 25,769"" E";"59° 42' 3,152"" N";8,707158;59,700876;791106132;Gjendesheim;DNT Oslo og Omegn;betjent;https://ut.no/hytte/gjendesheim;61,4943459;8,8126376
1133;Hjelmeland;Rogaland;NO5;2 666;1068;597; 128 182,10 ; nynorsk ;Hjelmeland Naturlegvis!;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"6° 27' 4,281"" E";"59° 13' 21,664"" N";6,451189;59,222684;798882804;Spikertjernhytta;DNT Oslo og Omegn;;https://ut.no/hytte/spikertjernhytta;60,089754;10,9378765
3330;Hol;Buskerud;NO1;4 505;1855;1034; 165 609,83 ; nøytral ;Nasjonalparkkommunen;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"8° 0' 42,242"" E";"60° 34' 12,290"" N";8,011734;60,570081;798882817;Øvresaga;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/oevresaga;59,7985198;11,0293603
3310;Hole;Buskerud;NO1;6 985;193;1868; 242 487,46 ; bokmål ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"10° 17' 41,044"" E";"60° 2' 41,473"" N";10,294734;60,044854;798882834;Røyrivannskoia;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/roeyrivannskoia;59,8499039;11,0097833
3903;Holmestrand;Vestfold;NO1;26 969;432;6817; 864 937,31 ; bokmål ;;Sammen om Vestfolds framtid. Verdiar: Rettferdig, åpen, modig og profesjonell;"10° 9' 37,352"" E";"59° 33' 56,686"" N";10,160376;59,565746;798882836;Tingstadkoia;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/tingstadkoia;60,6721911;11,5782717
5026;Holtålen;Trøndelag;NO4;2 039;1210;401; 97 616,19 ; nøytral ;mulighetenes kommune;Midt i hjertet, midt i Norge;"11° 14' 46,994"" E";"62° 51' 5,088"" N";11,246387;62,851413;800375503;Daggrø;Kongsberg og Omegns Turistforening;ubetjent;https://www.ut.no/hytte/3.1763/;60,0291467;8,9811316
3901;Horten;Vestfold;NO1;28 040;71;6182; 896 385,28 ; bokmål ;Et regionalt senter for kunnskap og opplevelser;Sammen om Vestfolds framtid. Verdiar: Rettferdig, åpen, modig og profesjonell;"10° 25' 22,441"" E";"59° 24' 8,592"" N";10,4229;59,402387;800375514;Gamle Høgevarde;DNT Drammen og Omegn;selvbetjent;https://ut.no/hytte/10258/hgevarde-gamle;60,2931398;9,4601872
3242;Hurdal;Akershus;NO1;3 014;285;651; 126 761,39 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 56' 57,699"" E";"60° 25' 49,671"" N";10,949361;60,430464;800376072;Dalabu;DNT Drammen og Omegn;ubetjent;https://ut.no/hytte/10702/dalabu;60,4013456;8,9796452
1579;Hustadvika;Møre og Romsdal;NO3;13 407;522;3329; 507 140,64 ; nøytral ;;Ein tydeleg medspelar;"7° 13' 30,108"" E";"62° 53' 11,134"" N";7,22503;62,886426;801770719;Gammelsetra;Kristiansund og Nordmøre Turistforening;selvbetjent;https://ut.no/hytte/gammelsetra;62,5009512;9,1192951
3110;Hvaler;Østfold;NO1;4 804;90;913; 159 151,27 ; bokmål ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 58' 48,514"" E";"59° 3' 58,583"" N";10,980143;59,066273;831341172;Storerikvollen;Trondhjems Turistforening;betjent;https://ut.no/hytte/storerikvollen;63,1116525;11,9830939
4637;Hyllestad;Vestland;NO5;1 273;259;240; 77 506,74 ; nynorsk ;;0;"5° 15' 43,587"" E";"61° 11' 17,450"" N";5,262107;61,188181;832409141;Ramsjøhytta;Trondhjems Turistforening;selvbetjent;https://ut.no/hytte/ramsjoehytta;63,1636424;11,721951
4226;Hægebostad;Agder;NO2;1 780;461;357; 102 149,36 ; nynorsk ;;0;"7° 12' 0,169"" E";"58° 28' 20,481"" N";7,200047;58,472356;837453905;Pyttbua;Ålesund-Sunnmøre Turistforening;selvbetjent;https://ut.no/hytte/pyttbua;62,2127489;7,7985752
4638;Høyanger;Vestland;NO5;3 879;1001;776; 177 931,52 ; nynorsk ;;0;"5° 55' 32,588"" E";"61° 8' 22,061"" N";5,925719;61,139461;837453913;Kaldhusseter;Ålesund-Sunnmøre Turistforening;betjent;https://ut.no/hytte/kaldhusseter;62,1727931;7,4291792
5046;Høylandet;Trøndelag;NO4;1 222;755;231; 85 443,54 ; nøytral ;Fly så høyt du vil medd begge beina  på jorda;Midt i hjertet, midt i Norge;"12° 21' 22,724"" E";"64° 44' 36,246"" N";12,356312;64,743402;837453934;Vakkerstøylen;Ålesund-Sunnmøre Turistforening;selvbetjent;https://ut.no/hytte/vakkerstoeylen;62,268592;7,8317317
1119;Hå;Rogaland;NO5;19 973;258;4885; 665 936,21 ; nøytral ;Me løfter i lag;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 44' 19,139"" E";"58° 35' 57,287"" N";5,73865;58,599246;837453942;Fieldfarehytta;Ålesund-Sunnmøre Turistforening;ubetjent;https://ut.no/hytte/fieldfarehytta;62,1598382;7,7010945
5514;Ibestad;Troms;NO4;1 304;241;195; 85 768,96 ; bokmål ;;Vilt, vakkert og vått;"17° 9' 49,103"" E";"68° 49' 53,516"" N";17,16364;68,831532;845182252;Yksendalsbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/yksendalsbu;61,3094107;8,5163116
5053;Inderøy;Trøndelag;NO4;7 005;366;1463; 287 962,01 ; nøytral ;Best i lag;Midt i hjertet, midt i Norge;"11° 2' 2,037"" E";"63° 50' 46,630"" N";11,033899;63,846286;845242780;Tomashelleren;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/tomashelleren;61,2358071;8,5324369
3118;Indre Østfold;Østfold;NO1;47 320;792;11147; 1 623 073,13 ;#I/T;#I/T;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;#I/T;#I/T;;;845600185;Skjellbreidhytta;Lillehammer og Omland Turistforening;ubetjent;https://ut.no/hytte/skjellbreidhytta;61,1149648;10,0982848
5054;Indre Fosen;Trøndelag;NO4;10 056;1096;1999; 406 187,27 ;#I/T;#I/T;Midt i hjertet, midt i Norge;#I/T;#I/T;;;845600189;Storkvelvbu;DNT Oslo og Omegn;selvbetjent;https://www.ut.no/hytte/3.1471/;61,3374674;9,4454823
4218;Iveland;Agder;NO2;1 387;262;266; 88 973,11 ; nøytral ;Et godt sted å bo;0;"7° 56' 37,432"" E";"58° 26' 12,765"" N";7,943731;58,436879;845600193;Kittilbua;Lillehammer og Omland Turistforening;ubetjent;https://www.ut.no/hytte/3.1916/;61,1723657;9,9595491
3236;Jevnaker;Akershus;NO1;7 052;226;1748; 245 242,26 ; bokmål ;Kort vei til det meste;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"10° 23' 32,992"" E";"60° 16' 48,722"" N";10,392498;60,280201;845600200;Oskampen;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/oskampen;61,4261414;9,1472741
5610;Karasjok;Finnmark;NO4;2 529;5453;523; 150 888,75 ; bokmål ;;Der drømmer blir virkelighet;#I/T;#I/T;;;845600208;Storhøliseter;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/storhoeliseter;61,4178132;9,3457943
5534;Karlsøy;Troms;NO4;2 227;1092;401; 141 983,62 ; nøytral ;;Vilt, vakkert og vått;"19° 25' 16,690"" E";"70° 2' 34,273"" N";19,421303;70,042854;845636238;Fast;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/fast;61,5733318;7,538208
1149;Karmøy;Rogaland;NO5;43 579;230;10676; 1 385 643,03 ; nøytral ;Kommunen som vil at du skal lykkes!;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 16' 1,691"" E";"59° 16' 34,625"" N";5,267136;59,276285;845636243;Stølsdalen;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/stoelsdalen;61,5678956;7,8132941
5612;Kautokeino;Finnmark;NO4;2 839;9707;598; 176 778,45 ; bokmål ;#I/T;Der drømmer blir virkelighet;#I/T;#I/T;;;845636247;Arentzbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/arentzbu;61,640626;7,5557477
4602;Kinn;Vestland;NO5;17 388;812;4213; 676 392,77 ; nynorsk ;;0;"5° 19' 18,521"" E";"61° 40' 11,499"" N";5,321811;61,669861;845742891;Vetåbua;Lillehammer og Omland Turistforening;selvbetjent;https://ut.no/hytte/10648;61,4686283;10,5029685
1120;Klepp;Rogaland;NO5;21 093;113;5838; 661 482,29 ; nynorsk ;Barna vår framtid;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 35' 55,594"" E";"58° 45' 54,466"" N";5,598776;58,765129;845742898;Lyngbua;Lillehammer og Omland Turistforening;ubetjent;https://ut.no/hytte/10649;61,3823782;10,7473345
3303;Kongsberg;Buskerud;NO1;28 916;793;7348; 880 607,18 ; bokmål ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"9° 40' 6,427"" E";"59° 34' 41,405"" N";9,668452;59,578168;845742916;Flisberget;Finnskogen Turistforening;ubetjent;https://ut.no/hytte/flisberget;61,0063674;12,0871824
3401;Kongsvinger;Innlandet;NO1;18 131;1036;3666; 647 567,07 ; bokmål ;;Eventyrlige muligheter;"12° 13' 8,091"" E";"60° 12' 55,721"" N";12,218914;60,215478;845742926;Åkersætra;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/101199;61,1553669;10,9174631
4014;Kragerø;Telemark;NO1;10 491;305;2000; 374 714,01 ; nøytral ;Perlen blant kystbyene;Visjonar: vær modig, vær imøtekommende, vær troverdig;"9° 20' 20,656"" E";"58° 52' 56,553"" N";9,339071;58,882376;845742948;Juskjølkoia;Finnskogen Turistforening;ubetjent;https://ut.no/hytte/juskjoelkoia;61,0166126;12,0111173
4204;Kristiansand;Agder;NO2;117 238;645;27906; 3 672 621,88 ; nøytral ;En by for alle;0;"7° 51' 29,936"" E";"58° 11' 0,374"" N";7,858316;58,183437;845742951;Jammerdalsbu;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/10341;61,5857799;10,3536473
1505;Kristiansund;Møre og Romsdal;NO3;24 534;87;5824; 799 453,69 ; nøytral ;I medvind uansett vær;Ein tydeleg medspelar;"7° 47' 40,263"" E";"63° 4' 43,766"" N";7,794517;63,078824;845742956;Halgutusveen;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/10349;61,1196233;11,0538055
3318;Krødsherad;Buskerud;NO1;2 241;374;491; 113 604,94 ; nøytral ;;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"9° 40' 3,859"" E";"60° 11' 52,630"" N";9,667739;60,197953;845742971;Djupslia;Lillehammer og Omland Turistforening;selvbetjent;https://ut.no/hytte/10650;61,372431;10,5829316
4622;Kvam;Vestland;NO5;8 502;617;1714; 345 214,94 ; nynorsk ;Framtida er her;0;"6° 7' 18,307"" E";"60° 23' 11,291"" N";6,121752;60,38647;886707806;Bøvelstad;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/3.2042/;59,8152519;11,0440905
4227;Kvinesdal;Agder;NO2;6 159;963;1197; 266 168,54 ; nøytral ;Vakker vennlig og vågal;0;"6° 58' 45,707"" E";"58° 30' 45,028"" N";6,979363;58,512508;922484024;Gammelsaga;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/gammelsaga;60,5195845;11,4042369
4617;Kvinnherad;Vestland;NO5;13 145;1091;2834; 497 832,50 ; nynorsk ;Fellesskap og trivsel;0;"6° 4' 11,394"" E";"59° 58' 27,164"" N";6,069832;59,974212;923578807;Råbjørnhytta;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/raabjoernhytta;60,2361636;10,854964
4028;Kviteseid;Telemark;NO1;2 466;708;481; 121 223,25 ; nynorsk ;;Visjonar: vær modig, vær imøtekommende, vær troverdig;"8° 29' 29,331"" E";"59° 22' 12,864"" N";8,491481;59,37024;923578814;Snellingen;DNT Oslo og Omegn;ubetjent;https://ut.no/hytte/snellingen;60,2622488;10,7854527
1144;Kvitsøy;Rogaland;NO5;541;6;106; 50 358,01 ; nøytral ;;Vi utvikler ett godt Rogaland. Verdiar: Vi er åpne, vi er kompetente, vi viser respekt.;"5° 25' 5,159"" E";"59° 3' 32,353"" N";5,4181;59,058987;923620268;Kjørestua på Sagvollen;Hadeland Turlag;ubetjent;https://ut.no/hytte/sagvollen;60,3758666;10,7147035
5510;Kvæfjord;Troms;NO4;2 848;513;566; 151 078,71 ; nøytral ;;Vilt, vakkert og vått;"16° 1' 16,139"" E";"68° 39' 54,096"" N";16,02115;68,665027;923657649;Målia;Hamar og Hedemarken Turistforening;ubetjent;https://ut.no/hytte/101194;60,9838062;11,2385265
5546;Kvænangen;Troms;NO4;1 141;2110;203; 101 448,81 ; nøytral ;;Vilt, vakkert og vått;"22° 4' 29,602"" E";"69° 47' 50,995"" N";22,074889;69,797499;924079202;Snippkoia;Hamar og Hedemarken Turistforening;selvbetjent;https://ut.no/hytte/10232;61,0387865;11,2479329
5540;Kåfjord;Troms;NO4;1 965;991;345; 124 823,32 ; bokmål ;#I/T;Vilt, vakkert og vått;#I/T;#I/T;;;965922723;Jørgenhytta;DNT Oslo og Omegn;ubetjent;;60,0202193;10,3237934
3909;Larvik;Vestfold;NO1;48 698;813;10693; 1 646 830,05 ; nøytral ;Der det gode livet lever;Sammen om Vestfolds framtid. Verdiar: Rettferdig, åpen, modig og profesjonell;"9° 57' 34,571"" E";"59° 12' 36,602"" N";9,959603;59,210167;1175135058;Eriksbu;Kongsberg og Omegns Turistforening;ubetjent;https://ut.no/hytte/eriksbu;59,8816078;9,1890262
5518;Lavangen;Troms;NO4;986;302;145; 75 650,32 ; nøytral ;;Vilt, vakkert og vått;#I/T;#I/T;;;1175597282;Sigridsbu;Kongsberg og Omegns Turistforening;ubetjent;https://ut.no/hytte/sigridsbu;59,7946398;9,1557585
5624;Lebesby;Finnmark;NO4;1 227;3461;233; 103 241,48 ; bokmål ;;Der drømmer blir virkelighet;"26° 45' 19,131"" E";"70° 28' 37,834"" N";26,755314;70,477176;1213120482;Tjørnbrotbu;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/tjoernbrotbu;59,5372016;7,5203312
1822;Leirfjord;Nordland;NO4;2 335;465;479; 134 257,79 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"13° 4' 23,275"" E";"66° 5' 38,088"" N";13,073132;66,093913;1213120485;Berdalsbu;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/berdalsbu;59,4432788;7,5085987
5052;Leka;Trøndelag;NO4;595;110;89; 54 018,85 ; nøytral ;;Midt i hjertet, midt i Norge;"11° 42' 26,402"" E";"65° 5' 20,145"" N";11,707334;65,088929;1231082327;Kvitfjellhytta;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/kvitfjellhytta;63,3444724;11,2553566
3432;Lesja;Innlandet;NO1;1 975;2259;378; 105 300,44 ; nøytral ;;Eventyrlige muligheter;"8° 38' 7,925"" E";"62° 11' 29,366"" N";8,635535;62,191491;1283355943;Prestøyhytta;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/prestoeyhytta;63,2891387;11,3415744
5037;Levanger;Trøndelag;NO4;20 653;646;4538; 679 044,88 ; nøytral ;;Midt i hjertet, midt i Norge;"11° 16' 1,869"" E";"63° 39' 29,972"" N";11,267186;63,658326;1283355952;Schulzhytta;Trondhjems Turistforening;betjent;https://ut.no/hytte/schulzhytta;63,2119247;11,5065181
3312;Lier;Buskerud;NO1;28 666;302;7913; 918 688,31 ; bokmål ;Grønne Lier;Buskerud fylkeskommune skaper resultater gjennom samhandling. Verdiar: Raushet, åpenhet, mot, entusiasme;"10° 14' 1,430"" E";"59° 51' 44,380"" N";10,233731;59,862328;1288126381;Vikerkoia;Ringerikes Turistforening;ubetjent;https://ut.no/hytte/vikerkoia;60,4468527;9,9562076
5042;Lierne;Trøndelag;NO4;1 308;2962;241; 93 907,13 ; nøytral ;;Midt i hjertet, midt i Norge;"13° 37' 40,278"" E";"64° 22' 3,478"" N";13,627855;64,367633;1288227385;Hovstøyl;Aust-Agder Turistforening;selvbetjent;https://ut.no/hytte/hovstoeyl;59,2551631;7,7706548
3405;Lillehammer;Innlandet;NO1;28 804;478;6727; 916 918,24 ; bokmål ;Opplevelser. Slik du vil ha dem;Eventyrlige muligheter;"10° 23' 27,857"" E";"61° 7' 40,485"" N";10,391071;61,127913;1288244546;Helberghytta;DNT Oslo og Omegn;selvbetjent;https://ut.no/hytte/helberghytta;59,9289233;8,4799132
4215;Lillesand;Agder;NO2;11 622;190;2576; 372 263,07 ; bokmål ;Vi tenker helhetlig;0;"8° 17' 55,134"" E";"58° 14' 7,450"" N";8,298648;58,235403;1351708705;Holmaskjer;Bergen Turlag;selvbetjent;https://ut.no/hytte/holmaskjer;60,0960738;6,4429214
3205;Lillestrøm;Akershus;NO1;94 989;457;27986; 2 865 443,53 ; nøytral ;;Mitt Nordland – mi framtid Verdiar: Profesjonalitet, openheit, tillit og lojalitet;"11° 12' 22,183"" E";"59° 56' 51,702"" N";11,206162;59,947695;1356401135;Alexander Grieghytten;Bergen Turlag;ubetjent;https://ut.no/hytte/alexander-grieghytten;60,536987;6,0791407
4205;Lindesnes;Agder;NO2;23 749;934;4855; 848 243,00 ; bokmål ;på lag med framtida;0;"7° 27' 2,929"" E";"58° 10' 43,037"" N";7,450814;58,178621;1356401151;Angeltjønnhytta;Nord-Trøndelag Turistforening;selvbetjent;https://ut.no/hytte/angeltjoennhytta;63,4623733;12,0588212
3434;Lom;Innlandet;NO1;2 217;1969;450; 105 384,99 ; nynorsk ;Kom til Lom;Eventyrlige muligheter;"8° 28' 45,491"" E";"61° 42' 50,754"" N";8,479303;61,714098;1356401174;Argaladhytta;Bodø og Omegns Turistforening;ubetjent;https://ut.no/hytte/argaladhytta;66,8478765;15,7872207
5614;Loppa;Finnmark;NO4;846;689;196; 89 895,47 ; bokmål ;;Der drømmer blir virkelighet;"21° 56' 59,611"" E";"70° 12' 50,355"" N";21,949892;70,213988;1356401192;Aursjøhytta;Kristiansund og Nordmøre Turistforening;betjent;https://ut.no/hytte/10447;62,4062368;8,5401701
